"task","repeat_id","outer_fold","inner_fold","t_end","num.trees","mtry_rule","min.node.size","k_use","mtry","accuracy"
"HEME_vs_CONTROL",2,3,2,13,400,"floor_sqrt_p",7,10,3,0.94910941475827
"HEME_vs_CONTROL",2,3,3,13,400,"floor_sqrt_p",2,10,3,0.926208651399491
"HEME_vs_CONTROL",2,3,3,13,400,"floor_sqrt_p",5,10,3,0.921119592875318
"HEME_vs_CONTROL",2,3,3,13,400,"floor_sqrt_p",7,10,3,0.926208651399491
"HEME_vs_CONTROL",2,3,4,13,400,"floor_sqrt_p",2,10,3,0.94147582697201
"HEME_vs_CONTROL",2,3,4,13,400,"floor_sqrt_p",5,10,3,0.94910941475827
"HEME_vs_CONTROL",2,3,4,13,400,"floor_sqrt_p",7,10,3,0.944020356234097
"HEME_vs_CONTROL",2,3,5,13,400,"floor_sqrt_p",2,10,3,0.966836734693878
"HEME_vs_CONTROL",2,3,5,13,400,"floor_sqrt_p",5,10,3,0.964285714285714
"HEME_vs_CONTROL",2,3,5,13,400,"floor_sqrt_p",7,10,3,0.961734693877551
"HEME_vs_CONTROL",2,3,1,14,400,"floor_sqrt_p",2,11,3,0.944020356234097
"HEME_vs_CONTROL",2,3,1,14,400,"floor_sqrt_p",5,11,3,0.944020356234097
"HEME_vs_CONTROL",2,3,1,14,400,"floor_sqrt_p",7,11,3,0.944020356234097
"HEME_vs_CONTROL",2,3,2,14,400,"floor_sqrt_p",2,11,3,0.946564885496183
"HEME_vs_CONTROL",2,3,2,14,400,"floor_sqrt_p",5,11,3,0.951653944020356
"HEME_vs_CONTROL",2,3,2,14,400,"floor_sqrt_p",7,11,3,0.951653944020356
"HEME_vs_CONTROL",2,3,3,14,400,"floor_sqrt_p",2,11,3,0.928753180661578
"HEME_vs_CONTROL",2,3,3,14,400,"floor_sqrt_p",5,11,3,0.928753180661578
"HEME_vs_CONTROL",2,3,3,14,400,"floor_sqrt_p",7,11,3,0.926208651399491
"HEME_vs_CONTROL",2,3,4,14,400,"floor_sqrt_p",2,11,3,0.94147582697201
"HEME_vs_CONTROL",2,3,4,14,400,"floor_sqrt_p",5,11,3,0.94147582697201
"HEME_vs_CONTROL",2,3,4,14,400,"floor_sqrt_p",7,11,3,0.94147582697201
"HEME_vs_CONTROL",2,3,5,14,400,"floor_sqrt_p",2,10,3,0.961734693877551
"HEME_vs_CONTROL",2,3,5,14,400,"floor_sqrt_p",5,10,3,0.961734693877551
"HEME_vs_CONTROL",2,3,5,14,400,"floor_sqrt_p",7,10,3,0.964285714285714
"HEME_vs_CONTROL",2,3,1,15,400,"floor_sqrt_p",2,11,3,0.944020356234097
"HEME_vs_CONTROL",2,3,1,15,400,"floor_sqrt_p",5,11,3,0.946564885496183
"HEME_vs_CONTROL",2,3,1,15,400,"floor_sqrt_p",7,11,3,0.946564885496183
"HEME_vs_CONTROL",2,3,2,15,400,"floor_sqrt_p",2,11,3,0.951653944020356
"HEME_vs_CONTROL",2,3,2,15,400,"floor_sqrt_p",5,11,3,0.946564885496183
"HEME_vs_CONTROL",2,3,2,15,400,"floor_sqrt_p",7,11,3,0.94910941475827
"HEME_vs_CONTROL",2,3,3,15,400,"floor_sqrt_p",2,11,3,0.928753180661578
"HEME_vs_CONTROL",2,3,3,15,400,"floor_sqrt_p",5,11,3,0.928753180661578
"HEME_vs_CONTROL",2,3,3,15,400,"floor_sqrt_p",7,11,3,0.928753180661578
"HEME_vs_CONTROL",2,3,4,15,400,"floor_sqrt_p",2,11,3,0.94147582697201
"HEME_vs_CONTROL",2,3,4,15,400,"floor_sqrt_p",5,11,3,0.938931297709924
"HEME_vs_CONTROL",2,3,4,15,400,"floor_sqrt_p",7,11,3,0.946564885496183
"HEME_vs_CONTROL",2,3,5,15,400,"floor_sqrt_p",2,11,3,0.961734693877551
"HEME_vs_CONTROL",2,3,5,15,400,"floor_sqrt_p",5,11,3,0.959183673469388
"HEME_vs_CONTROL",2,3,5,15,400,"floor_sqrt_p",7,11,3,0.961734693877551
"HEME_vs_CONTROL",2,3,1,16,400,"floor_sqrt_p",2,12,3,0.938931297709924
"HEME_vs_CONTROL",2,3,1,16,400,"floor_sqrt_p",5,12,3,0.936386768447837
"HEME_vs_CONTROL",2,3,1,16,400,"floor_sqrt_p",7,12,3,0.936386768447837
"HEME_vs_CONTROL",2,3,2,16,400,"floor_sqrt_p",2,12,3,0.954198473282443
"HEME_vs_CONTROL",2,3,2,16,400,"floor_sqrt_p",5,12,3,0.954198473282443
"HEME_vs_CONTROL",2,3,2,16,400,"floor_sqrt_p",7,12,3,0.954198473282443
"HEME_vs_CONTROL",2,3,3,16,400,"floor_sqrt_p",2,12,3,0.926208651399491
"HEME_vs_CONTROL",2,3,3,16,400,"floor_sqrt_p",5,12,3,0.918575063613232
"HEME_vs_CONTROL",2,3,3,16,400,"floor_sqrt_p",7,12,3,0.926208651399491
"HEME_vs_CONTROL",2,3,4,16,400,"floor_sqrt_p",2,12,3,0.938931297709924
"HEME_vs_CONTROL",2,3,4,16,400,"floor_sqrt_p",5,12,3,0.933842239185751
"HEME_vs_CONTROL",2,3,4,16,400,"floor_sqrt_p",7,12,3,0.938931297709924
"HEME_vs_CONTROL",2,3,5,16,400,"floor_sqrt_p",2,11,3,0.959183673469388
"HEME_vs_CONTROL",2,3,5,16,400,"floor_sqrt_p",5,11,3,0.959183673469388
"HEME_vs_CONTROL",2,3,5,16,400,"floor_sqrt_p",7,11,3,0.954081632653061
"HEME_vs_CONTROL",2,3,1,17,400,"floor_sqrt_p",2,12,3,0.926208651399491
"HEME_vs_CONTROL",2,3,1,17,400,"floor_sqrt_p",5,12,3,0.921119592875318
"HEME_vs_CONTROL",2,3,1,17,400,"floor_sqrt_p",7,12,3,0.918575063613232
"HEME_vs_CONTROL",2,3,2,17,400,"floor_sqrt_p",2,12,3,0.94910941475827
"HEME_vs_CONTROL",2,3,2,17,400,"floor_sqrt_p",5,12,3,0.954198473282443
"HEME_vs_CONTROL",2,3,2,17,400,"floor_sqrt_p",7,12,3,0.951653944020356
"HEME_vs_CONTROL",2,3,3,17,400,"floor_sqrt_p",2,12,3,0.908396946564885
"HEME_vs_CONTROL",2,3,3,17,400,"floor_sqrt_p",5,12,3,0.908396946564885
"HEME_vs_CONTROL",2,3,3,17,400,"floor_sqrt_p",7,12,3,0.905852417302799
"HEME_vs_CONTROL",2,3,4,17,400,"floor_sqrt_p",2,12,3,0.933842239185751
"HEME_vs_CONTROL",2,3,4,17,400,"floor_sqrt_p",5,12,3,0.936386768447837
"HEME_vs_CONTROL",2,3,4,17,400,"floor_sqrt_p",7,12,3,0.938931297709924
"HEME_vs_CONTROL",2,3,5,17,400,"floor_sqrt_p",2,12,3,0.943877551020408
"HEME_vs_CONTROL",2,3,5,17,400,"floor_sqrt_p",5,12,3,0.946428571428571
"HEME_vs_CONTROL",2,3,5,17,400,"floor_sqrt_p",7,12,3,0.946428571428571
"HEME_vs_CONTROL",2,3,1,18,400,"floor_sqrt_p",2,12,3,0.918575063613232
"HEME_vs_CONTROL",2,3,1,18,400,"floor_sqrt_p",5,12,3,0.913486005089059
"HEME_vs_CONTROL",2,3,1,18,400,"floor_sqrt_p",7,12,3,0.918575063613232
"HEME_vs_CONTROL",2,3,2,18,400,"floor_sqrt_p",2,12,3,0.951653944020356
"HEME_vs_CONTROL",2,3,2,18,400,"floor_sqrt_p",5,12,3,0.951653944020356
"HEME_vs_CONTROL",2,3,2,18,400,"floor_sqrt_p",7,12,3,0.946564885496183
"HEME_vs_CONTROL",2,3,3,18,400,"floor_sqrt_p",2,12,3,0.905852417302799
"HEME_vs_CONTROL",2,3,3,18,400,"floor_sqrt_p",5,12,3,0.908396946564885
"HEME_vs_CONTROL",2,3,3,18,400,"floor_sqrt_p",7,12,3,0.903307888040712
"HEME_vs_CONTROL",2,3,4,18,400,"floor_sqrt_p",2,13,3,0.946564885496183
"HEME_vs_CONTROL",2,3,4,18,400,"floor_sqrt_p",5,13,3,0.94147582697201
"HEME_vs_CONTROL",2,3,4,18,400,"floor_sqrt_p",7,13,3,0.944020356234097
"HEME_vs_CONTROL",2,3,5,18,400,"floor_sqrt_p",2,12,3,0.946428571428571
"HEME_vs_CONTROL",2,3,5,18,400,"floor_sqrt_p",5,12,3,0.943877551020408
"HEME_vs_CONTROL",2,3,5,18,400,"floor_sqrt_p",7,12,3,0.943877551020408
"HEME_vs_CONTROL",2,3,1,19,400,"floor_sqrt_p",2,13,3,0.918575063613232
"HEME_vs_CONTROL",2,3,1,19,400,"floor_sqrt_p",5,13,3,0.923664122137405
"HEME_vs_CONTROL",2,3,1,19,400,"floor_sqrt_p",7,13,3,0.923664122137405
"HEME_vs_CONTROL",2,3,2,19,400,"floor_sqrt_p",2,13,3,0.94910941475827
"HEME_vs_CONTROL",2,3,2,19,400,"floor_sqrt_p",5,13,3,0.956743002544529
"HEME_vs_CONTROL",2,3,2,19,400,"floor_sqrt_p",7,13,3,0.951653944020356
"HEME_vs_CONTROL",2,3,3,19,400,"floor_sqrt_p",2,13,3,0.918575063613232
"HEME_vs_CONTROL",2,3,3,19,400,"floor_sqrt_p",5,13,3,0.913486005089059
"HEME_vs_CONTROL",2,3,3,19,400,"floor_sqrt_p",7,13,3,0.918575063613232
"HEME_vs_CONTROL",2,3,4,19,400,"floor_sqrt_p",2,13,3,0.928753180661578
"HEME_vs_CONTROL",2,3,4,19,400,"floor_sqrt_p",5,13,3,0.933842239185751
"HEME_vs_CONTROL",2,3,4,19,400,"floor_sqrt_p",7,13,3,0.931297709923664
"HEME_vs_CONTROL",2,3,5,19,400,"floor_sqrt_p",2,12,3,0.941326530612245
"HEME_vs_CONTROL",2,3,5,19,400,"floor_sqrt_p",5,12,3,0.941326530612245
"HEME_vs_CONTROL",2,3,5,19,400,"floor_sqrt_p",7,12,3,0.941326530612245
"HEME_vs_CONTROL",2,3,1,20,400,"floor_sqrt_p",2,13,3,0.928753180661578
"HEME_vs_CONTROL",2,3,1,20,400,"floor_sqrt_p",5,13,3,0.926208651399491
"HEME_vs_CONTROL",2,3,1,20,400,"floor_sqrt_p",7,13,3,0.923664122137405
"HEME_vs_CONTROL",2,3,2,20,400,"floor_sqrt_p",2,13,3,0.951653944020356
"HEME_vs_CONTROL",2,3,2,20,400,"floor_sqrt_p",5,13,3,0.954198473282443
"HEME_vs_CONTROL",2,3,2,20,400,"floor_sqrt_p",7,13,3,0.951653944020356
"HEME_vs_CONTROL",2,3,3,20,400,"floor_sqrt_p",2,13,3,0.910941475826972
"HEME_vs_CONTROL",2,3,3,20,400,"floor_sqrt_p",5,13,3,0.913486005089059
"HEME_vs_CONTROL",2,3,3,20,400,"floor_sqrt_p",7,13,3,0.913486005089059
"HEME_vs_CONTROL",2,3,4,20,400,"floor_sqrt_p",2,13,3,0.923664122137405
"HEME_vs_CONTROL",2,3,4,20,400,"floor_sqrt_p",5,13,3,0.923664122137405
"HEME_vs_CONTROL",2,3,4,20,400,"floor_sqrt_p",7,13,3,0.918575063613232
"HEME_vs_CONTROL",2,3,5,20,400,"floor_sqrt_p",2,13,3,0.938775510204082
"HEME_vs_CONTROL",2,3,5,20,400,"floor_sqrt_p",5,13,3,0.941326530612245
"HEME_vs_CONTROL",2,3,5,20,400,"floor_sqrt_p",7,13,3,0.943877551020408
"HEME_vs_CONTROL",2,4,1,6,400,"floor_sqrt_p",2,6,2,0.926395939086294
"HEME_vs_CONTROL",2,4,1,6,400,"floor_sqrt_p",5,6,2,0.928934010152284
"HEME_vs_CONTROL",2,4,1,6,400,"floor_sqrt_p",7,6,2,0.926395939086294
"HEME_vs_CONTROL",2,4,2,6,400,"floor_sqrt_p",2,5,2,0.916030534351145
"HEME_vs_CONTROL",2,4,2,6,400,"floor_sqrt_p",5,5,2,0.921119592875318
"HEME_vs_CONTROL",2,4,2,6,400,"floor_sqrt_p",7,5,2,0.923664122137405
"HEME_vs_CONTROL",2,4,3,6,400,"floor_sqrt_p",2,6,2,0.931297709923664
"HEME_vs_CONTROL",2,4,3,6,400,"floor_sqrt_p",5,6,2,0.931297709923664
"HEME_vs_CONTROL",2,4,3,6,400,"floor_sqrt_p",7,6,2,0.928753180661578
"HEME_vs_CONTROL",2,4,4,6,400,"floor_sqrt_p",2,5,2,0.908396946564885
"HEME_vs_CONTROL",2,4,4,6,400,"floor_sqrt_p",5,5,2,0.910941475826972
"HEME_vs_CONTROL",2,4,4,6,400,"floor_sqrt_p",7,5,2,0.908396946564885
"HEME_vs_CONTROL",2,4,5,6,400,"floor_sqrt_p",2,5,2,0.923469387755102
"HEME_vs_CONTROL",2,4,5,6,400,"floor_sqrt_p",5,5,2,0.923469387755102
"HEME_vs_CONTROL",2,4,5,6,400,"floor_sqrt_p",7,5,2,0.918367346938776
"HEME_vs_CONTROL",2,4,1,7,400,"floor_sqrt_p",2,7,2,0.944162436548223
"HEME_vs_CONTROL",2,4,1,7,400,"floor_sqrt_p",5,7,2,0.944162436548223
"HEME_vs_CONTROL",2,4,1,7,400,"floor_sqrt_p",7,7,2,0.944162436548223
"HEME_vs_CONTROL",2,4,2,7,400,"floor_sqrt_p",2,6,2,0.938931297709924
"HEME_vs_CONTROL",2,4,2,7,400,"floor_sqrt_p",5,6,2,0.933842239185751
"HEME_vs_CONTROL",2,4,2,7,400,"floor_sqrt_p",7,6,2,0.938931297709924
"HEME_vs_CONTROL",2,4,3,7,400,"floor_sqrt_p",2,7,2,0.933842239185751
"HEME_vs_CONTROL",2,4,3,7,400,"floor_sqrt_p",5,7,2,0.933842239185751
"HEME_vs_CONTROL",2,4,3,7,400,"floor_sqrt_p",7,7,2,0.931297709923664
"HEME_vs_CONTROL",2,4,4,7,400,"floor_sqrt_p",2,7,2,0.923664122137405
"HEME_vs_CONTROL",2,4,4,7,400,"floor_sqrt_p",5,7,2,0.916030534351145
"HEME_vs_CONTROL",2,4,4,7,400,"floor_sqrt_p",7,7,2,0.918575063613232
"HEME_vs_CONTROL",2,4,5,7,400,"floor_sqrt_p",2,7,2,0.938775510204082
"HEME_vs_CONTROL",2,4,5,7,400,"floor_sqrt_p",5,7,2,0.941326530612245
"HEME_vs_CONTROL",2,4,5,7,400,"floor_sqrt_p",7,7,2,0.936224489795918
"HEME_vs_CONTROL",2,4,1,8,400,"floor_sqrt_p",2,8,2,0.939086294416244
"HEME_vs_CONTROL",2,4,1,8,400,"floor_sqrt_p",5,8,2,0.936548223350254
"HEME_vs_CONTROL",2,4,1,8,400,"floor_sqrt_p",7,8,2,0.936548223350254
"HEME_vs_CONTROL",2,4,2,8,400,"floor_sqrt_p",2,7,2,0.926208651399491
"HEME_vs_CONTROL",2,4,2,8,400,"floor_sqrt_p",5,7,2,0.918575063613232
"HEME_vs_CONTROL",2,4,2,8,400,"floor_sqrt_p",7,7,2,0.923664122137405
"HEME_vs_CONTROL",2,4,3,8,400,"floor_sqrt_p",2,8,2,0.946564885496183
"HEME_vs_CONTROL",2,4,3,8,400,"floor_sqrt_p",5,8,2,0.946564885496183
"HEME_vs_CONTROL",2,4,3,8,400,"floor_sqrt_p",7,8,2,0.944020356234097
"HEME_vs_CONTROL",2,4,4,8,400,"floor_sqrt_p",2,7,2,0.918575063613232
"HEME_vs_CONTROL",2,4,4,8,400,"floor_sqrt_p",5,7,2,0.910941475826972
"HEME_vs_CONTROL",2,4,4,8,400,"floor_sqrt_p",7,7,2,0.923664122137405
"HEME_vs_CONTROL",2,4,5,8,400,"floor_sqrt_p",2,7,2,0.931122448979592
"HEME_vs_CONTROL",2,4,5,8,400,"floor_sqrt_p",5,7,2,0.926020408163265
"HEME_vs_CONTROL",2,4,5,8,400,"floor_sqrt_p",7,7,2,0.933673469387755
"HEME_vs_CONTROL",2,4,1,9,400,"floor_sqrt_p",2,9,3,0.941624365482233
"HEME_vs_CONTROL",2,4,1,9,400,"floor_sqrt_p",5,9,3,0.944162436548223
"HEME_vs_CONTROL",2,4,1,9,400,"floor_sqrt_p",7,9,3,0.946700507614213
"HEME_vs_CONTROL",2,4,2,9,400,"floor_sqrt_p",2,8,2,0.933842239185751
"HEME_vs_CONTROL",2,4,2,9,400,"floor_sqrt_p",5,8,2,0.931297709923664
"HEME_vs_CONTROL",2,4,2,9,400,"floor_sqrt_p",7,8,2,0.931297709923664
"HEME_vs_CONTROL",2,4,3,9,400,"floor_sqrt_p",2,8,2,0.936386768447837
"HEME_vs_CONTROL",2,4,3,9,400,"floor_sqrt_p",5,8,2,0.938931297709924
"HEME_vs_CONTROL",2,4,3,9,400,"floor_sqrt_p",7,8,2,0.938931297709924
"HEME_vs_CONTROL",2,4,4,9,400,"floor_sqrt_p",2,8,2,0.921119592875318
"HEME_vs_CONTROL",2,4,4,9,400,"floor_sqrt_p",5,8,2,0.921119592875318
"HEME_vs_CONTROL",2,4,4,9,400,"floor_sqrt_p",7,8,2,0.918575063613232
"HEME_vs_CONTROL",2,4,5,9,400,"floor_sqrt_p",2,8,2,0.928571428571429
"HEME_vs_CONTROL",2,4,5,9,400,"floor_sqrt_p",5,8,2,0.931122448979592
"HEME_vs_CONTROL",2,4,5,9,400,"floor_sqrt_p",7,8,2,0.926020408163265
"HEME_vs_CONTROL",2,4,1,10,400,"floor_sqrt_p",2,9,3,0.949238578680203
"HEME_vs_CONTROL",2,4,1,10,400,"floor_sqrt_p",5,9,3,0.944162436548223
"HEME_vs_CONTROL",2,4,1,10,400,"floor_sqrt_p",7,9,3,0.944162436548223
"HEME_vs_CONTROL",2,4,2,10,400,"floor_sqrt_p",2,8,2,0.923664122137405
"HEME_vs_CONTROL",2,4,2,10,400,"floor_sqrt_p",5,8,2,0.916030534351145
"HEME_vs_CONTROL",2,4,2,10,400,"floor_sqrt_p",7,8,2,0.916030534351145
"HEME_vs_CONTROL",2,4,3,10,400,"floor_sqrt_p",2,9,3,0.946564885496183
"HEME_vs_CONTROL",2,4,3,10,400,"floor_sqrt_p",5,9,3,0.946564885496183
"HEME_vs_CONTROL",2,4,3,10,400,"floor_sqrt_p",7,9,3,0.94147582697201
"HEME_vs_CONTROL",2,4,4,10,400,"floor_sqrt_p",2,9,3,0.921119592875318
"HEME_vs_CONTROL",2,4,4,10,400,"floor_sqrt_p",5,9,3,0.913486005089059
"HEME_vs_CONTROL",2,4,4,10,400,"floor_sqrt_p",7,9,3,0.918575063613232
"HEME_vs_CONTROL",2,4,5,10,400,"floor_sqrt_p",2,9,3,0.946428571428571
"HEME_vs_CONTROL",2,4,5,10,400,"floor_sqrt_p",5,9,3,0.941326530612245
"HEME_vs_CONTROL",2,4,5,10,400,"floor_sqrt_p",7,9,3,0.938775510204082
"HEME_vs_CONTROL",2,4,1,11,400,"floor_sqrt_p",2,10,3,0.949238578680203
"HEME_vs_CONTROL",2,4,1,11,400,"floor_sqrt_p",5,10,3,0.946700507614213
"HEME_vs_CONTROL",2,4,1,11,400,"floor_sqrt_p",7,10,3,0.944162436548223
"HEME_vs_CONTROL",2,4,2,11,400,"floor_sqrt_p",2,9,3,0.928753180661578
"HEME_vs_CONTROL",2,4,2,11,400,"floor_sqrt_p",5,9,3,0.928753180661578
"HEME_vs_CONTROL",2,4,2,11,400,"floor_sqrt_p",7,9,3,0.926208651399491
"HEME_vs_CONTROL",2,4,3,11,400,"floor_sqrt_p",2,10,3,0.946564885496183
"HEME_vs_CONTROL",2,4,3,11,400,"floor_sqrt_p",5,10,3,0.94147582697201
"HEME_vs_CONTROL",2,4,3,11,400,"floor_sqrt_p",7,10,3,0.944020356234097
"HEME_vs_CONTROL",2,4,4,11,400,"floor_sqrt_p",2,9,3,0.926208651399491
"HEME_vs_CONTROL",2,4,4,11,400,"floor_sqrt_p",5,9,3,0.928753180661578
"HEME_vs_CONTROL",2,4,4,11,400,"floor_sqrt_p",7,9,3,0.926208651399491
"HEME_vs_CONTROL",2,4,5,11,400,"floor_sqrt_p",2,9,3,0.931122448979592
"HEME_vs_CONTROL",2,4,5,11,400,"floor_sqrt_p",5,9,3,0.926020408163265
"HEME_vs_CONTROL",2,4,5,11,400,"floor_sqrt_p",7,9,3,0.928571428571429
"HEME_vs_CONTROL",2,4,1,12,400,"floor_sqrt_p",2,10,3,0.941624365482233
"HEME_vs_CONTROL",2,4,1,12,400,"floor_sqrt_p",5,10,3,0.939086294416244
"HEME_vs_CONTROL",2,4,1,12,400,"floor_sqrt_p",7,10,3,0.939086294416244
"HEME_vs_CONTROL",2,4,2,12,400,"floor_sqrt_p",2,9,3,0.938931297709924
"HEME_vs_CONTROL",2,4,2,12,400,"floor_sqrt_p",5,9,3,0.94147582697201
"HEME_vs_CONTROL",2,4,2,12,400,"floor_sqrt_p",7,9,3,0.94147582697201
"HEME_vs_CONTROL",2,4,3,12,400,"floor_sqrt_p",2,10,3,0.94910941475827
"HEME_vs_CONTROL",2,4,3,12,400,"floor_sqrt_p",5,10,3,0.94910941475827
"HEME_vs_CONTROL",2,4,3,12,400,"floor_sqrt_p",7,10,3,0.94910941475827
"HEME_vs_CONTROL",2,4,4,12,400,"floor_sqrt_p",2,10,3,0.921119592875318
"HEME_vs_CONTROL",2,4,4,12,400,"floor_sqrt_p",5,10,3,0.926208651399491
"HEME_vs_CONTROL",2,4,4,12,400,"floor_sqrt_p",7,10,3,0.923664122137405
"HEME_vs_CONTROL",2,4,5,12,400,"floor_sqrt_p",2,10,3,0.938775510204082
"HEME_vs_CONTROL",2,4,5,12,400,"floor_sqrt_p",5,10,3,0.931122448979592
"HEME_vs_CONTROL",2,4,5,12,400,"floor_sqrt_p",7,10,3,0.938775510204082
"HEME_vs_CONTROL",2,4,1,13,400,"floor_sqrt_p",2,11,3,0.944162436548223
"HEME_vs_CONTROL",2,4,1,13,400,"floor_sqrt_p",5,11,3,0.941624365482233
"HEME_vs_CONTROL",2,4,1,13,400,"floor_sqrt_p",7,11,3,0.944162436548223
"HEME_vs_CONTROL",2,4,2,13,400,"floor_sqrt_p",2,10,3,0.931297709923664
"HEME_vs_CONTROL",2,4,2,13,400,"floor_sqrt_p",5,10,3,0.938931297709924
"HEME_vs_CONTROL",2,4,2,13,400,"floor_sqrt_p",7,10,3,0.938931297709924
"HEME_vs_CONTROL",2,4,3,13,400,"floor_sqrt_p",2,11,3,0.944020356234097
"HEME_vs_CONTROL",2,4,3,13,400,"floor_sqrt_p",5,11,3,0.94910941475827
"HEME_vs_CONTROL",2,4,3,13,400,"floor_sqrt_p",7,11,3,0.946564885496183
"HEME_vs_CONTROL",2,4,4,13,400,"floor_sqrt_p",2,10,3,0.926208651399491
"HEME_vs_CONTROL",2,4,4,13,400,"floor_sqrt_p",5,10,3,0.931297709923664
"HEME_vs_CONTROL",2,4,4,13,400,"floor_sqrt_p",7,10,3,0.931297709923664
"HEME_vs_CONTROL",2,4,5,13,400,"floor_sqrt_p",2,10,3,0.936224489795918
"HEME_vs_CONTROL",2,4,5,13,400,"floor_sqrt_p",5,10,3,0.941326530612245
"HEME_vs_CONTROL",2,4,5,13,400,"floor_sqrt_p",7,10,3,0.936224489795918
"HEME_vs_CONTROL",2,4,1,14,400,"floor_sqrt_p",2,11,3,0.946700507614213
"HEME_vs_CONTROL",2,4,1,14,400,"floor_sqrt_p",5,11,3,0.946700507614213
"HEME_vs_CONTROL",2,4,1,14,400,"floor_sqrt_p",7,11,3,0.946700507614213
"HEME_vs_CONTROL",2,4,2,14,400,"floor_sqrt_p",2,10,3,0.94147582697201
"HEME_vs_CONTROL",2,4,2,14,400,"floor_sqrt_p",5,10,3,0.946564885496183
"HEME_vs_CONTROL",2,4,2,14,400,"floor_sqrt_p",7,10,3,0.944020356234097
"HEME_vs_CONTROL",2,4,3,14,400,"floor_sqrt_p",2,11,3,0.956743002544529
"HEME_vs_CONTROL",2,4,3,14,400,"floor_sqrt_p",5,11,3,0.94910941475827
"HEME_vs_CONTROL",2,4,3,14,400,"floor_sqrt_p",7,11,3,0.944020356234097
"HEME_vs_CONTROL",2,4,4,14,400,"floor_sqrt_p",2,11,3,0.923664122137405
"HEME_vs_CONTROL",2,4,4,14,400,"floor_sqrt_p",5,11,3,0.916030534351145
"HEME_vs_CONTROL",2,4,4,14,400,"floor_sqrt_p",7,11,3,0.923664122137405
"HEME_vs_CONTROL",2,4,5,14,400,"floor_sqrt_p",2,11,3,0.936224489795918
"HEME_vs_CONTROL",2,4,5,14,400,"floor_sqrt_p",5,11,3,0.936224489795918
"HEME_vs_CONTROL",2,4,5,14,400,"floor_sqrt_p",7,11,3,0.936224489795918
"HEME_vs_CONTROL",2,4,1,15,400,"floor_sqrt_p",2,12,3,0.926395939086294
"HEME_vs_CONTROL",2,4,1,15,400,"floor_sqrt_p",5,12,3,0.928934010152284
"HEME_vs_CONTROL",2,4,1,15,400,"floor_sqrt_p",7,12,3,0.926395939086294
"HEME_vs_CONTROL",2,4,2,15,400,"floor_sqrt_p",2,11,3,0.944020356234097
"HEME_vs_CONTROL",2,4,2,15,400,"floor_sqrt_p",5,11,3,0.938931297709924
"HEME_vs_CONTROL",2,4,2,15,400,"floor_sqrt_p",7,11,3,0.94147582697201
"HEME_vs_CONTROL",2,4,3,15,400,"floor_sqrt_p",2,12,3,0.944020356234097
"HEME_vs_CONTROL",2,4,3,15,400,"floor_sqrt_p",5,12,3,0.944020356234097
"HEME_vs_CONTROL",2,4,3,15,400,"floor_sqrt_p",7,12,3,0.944020356234097
"HEME_vs_CONTROL",2,4,4,15,400,"floor_sqrt_p",2,11,3,0.933842239185751
"HEME_vs_CONTROL",2,4,4,15,400,"floor_sqrt_p",5,11,3,0.918575063613232
"HEME_vs_CONTROL",2,4,4,15,400,"floor_sqrt_p",7,11,3,0.926208651399491
"HEME_vs_CONTROL",2,4,5,15,400,"floor_sqrt_p",2,11,3,0.946428571428571
"HEME_vs_CONTROL",2,4,5,15,400,"floor_sqrt_p",5,11,3,0.943877551020408
"HEME_vs_CONTROL",2,4,5,15,400,"floor_sqrt_p",7,11,3,0.943877551020408
"HEME_vs_CONTROL",2,4,1,16,400,"floor_sqrt_p",2,12,3,0.934010152284264
"HEME_vs_CONTROL",2,4,1,16,400,"floor_sqrt_p",5,12,3,0.928934010152284
"HEME_vs_CONTROL",2,4,1,16,400,"floor_sqrt_p",7,12,3,0.923857868020305
"HEME_vs_CONTROL",2,4,2,16,400,"floor_sqrt_p",2,11,3,0.946564885496183
"HEME_vs_CONTROL",2,4,2,16,400,"floor_sqrt_p",5,11,3,0.944020356234097
"HEME_vs_CONTROL",2,4,2,16,400,"floor_sqrt_p",7,11,3,0.94147582697201
"HEME_vs_CONTROL",2,4,3,16,400,"floor_sqrt_p",2,12,3,0.936386768447837
"HEME_vs_CONTROL",2,4,3,16,400,"floor_sqrt_p",5,12,3,0.936386768447837
"HEME_vs_CONTROL",2,4,3,16,400,"floor_sqrt_p",7,12,3,0.936386768447837
"HEME_vs_CONTROL",2,4,4,16,400,"floor_sqrt_p",2,12,3,0.916030534351145
"HEME_vs_CONTROL",2,4,4,16,400,"floor_sqrt_p",5,12,3,0.913486005089059
"HEME_vs_CONTROL",2,4,4,16,400,"floor_sqrt_p",7,12,3,0.918575063613232
"HEME_vs_CONTROL",2,4,5,16,400,"floor_sqrt_p",2,12,3,0.946428571428571
"HEME_vs_CONTROL",2,4,5,16,400,"floor_sqrt_p",5,12,3,0.946428571428571
"HEME_vs_CONTROL",2,4,5,16,400,"floor_sqrt_p",7,12,3,0.936224489795918
"HEME_vs_CONTROL",2,4,1,17,400,"floor_sqrt_p",2,13,3,0.923857868020305
"HEME_vs_CONTROL",2,4,1,17,400,"floor_sqrt_p",5,13,3,0.926395939086294
"HEME_vs_CONTROL",2,4,1,17,400,"floor_sqrt_p",7,13,3,0.921319796954315
"HEME_vs_CONTROL",2,4,2,17,400,"floor_sqrt_p",2,12,3,0.94147582697201
